,event_id,market_id,selection_id,home_team,away_team,selection_name,sot_level,actual_sot,total_bets_laid_on_next_sot_level,total_bets_laid,next_sot_level_laid,sample_weight
0,12804248,460134403,2226823557,Arsenal,Liverpool,Ryan Gravenberch,1,0,599,33639955,1,1.78062069345812e-05
1,12309927,439783233,1962285568,Everton,Brighton,Idrissa Gueye,1,0,38,33639955,1,1.12960912105857e-06
2,13398474,481775171,2319259114,Crystal Palace,Aston Villa,Daniel Munoz,1,0,378,33639955,1,1.12366380989511e-05
3,13202028,474146552,2286056039,Ipswich,Man City,Ben Godfrey,1,0,20,33639955,1,5.94531116346618e-07
4,12565951,440572107,1965790224,Brighton,Man Utd,Joel Veltman,1,0,24,33639955,1,7.13437339615942e-07
5,13303989,479020833,2306988086,Everton,Liverpool,Treymaurice Nyoni,1,0,10,33639955,1,2.97265558173309e-07
6,13736300,503134665,2405251130,Liverpool,Arsenal,Jarell Quansah,1,0,6,33639955,1,1.78359334903985e-07
7,13621899,497193849,2378824009,Newcastle,Man Utd,Christian Eriksen,1,0,1009,33639955,1,2.99940948196869e-05
8,13149179,470836645,2272276751,Tottenham,Wolves,Luke Cundle,1,0,1,33639955,1,2.97265558173309e-08
9,13149180,470835883,2272273259,Everton,Nottm Forest,Beto,2,1,3,33639955,2,8.91796674519927e-08
10,13398471,481965102,2320180123,West Ham,Leicester,Guido Rodriguez,1,0,1,33639955,1,2.97265558173309e-08
11,12697142,452124587,2192376488,Everton,Crystal Palace,Maxence Lacroix,1,0,11,33639955,1,3.2699211399064e-07
12,12609339,443478696,2155874545,Tottenham,Arsenal,Dejan Kulusevski,2,1,199,33639955,2,5.91558460764885e-06
13,13177411,473720211,2284237912,Arsenal,Tottenham,Archie Gray,1,0,9,33639955,1,2.67539002355978e-07
14,13058823,467857059,2259210217,Fulham,Arsenal,Emile Smith Rowe,1,0,3709,33639955,1,0.00011025579552648
15,13119695,470698879,2271565243,Liverpool,Leicester,Tyler Morton,1,0,3,33639955,1,8.91796674519927e-08
16,13736295,503070939,2404991923,Wolves,Brighton,Jorgen Strand Larsen,1,0,302,33639955,1,8.97741985683394e-06
17,12627901,444861600,2161661871,Brighton,Nottm Forest,Lewis Dunk,1,0,221,33639955,1,6.56956883563013e-06
18,12767523,458817879,2221302300,Ipswich,Everton,Beto,1,0,3,33639955,1,8.91796674519927e-08
19,13770876,504280476,2410421435,Aston Villa,Tottenham,Ross Barkley,1,0,8,33639955,1,2.37812446538647e-07
20,12731638,455061666,2205001105,Everton,Newcastle,Orel Mangala,1,0,29,33639955,1,8.62070118702596e-07
21,13089613,470036888,2268633851,Aston Villa,Man City,Youri Tielemans,1,0,1600,33639955,1,4.75624893077295e-05
22,13840364,505917289,2417520442,Fulham,Man City,Kenny Tete,1,0,5,33639955,1,1.48632779086655e-07
23,13664437,500249395,2392443711,Newcastle,Ipswich,Tino Livramento,1,0,18,33639955,1,5.35078004711956e-07
24,13770857,504487081,2411324376,Everton,Southampton,Dominic Calvert-Lewin,1,0,88,33639955,1,2.61593691192512e-06
25,13501221,493919426,2365761784,Newcastle,Brentford,Sepp van den Berg,1,0,2,33639955,1,5.94531116346618e-08
26,13119688,470672769,2271423283,Newcastle,Aston Villa,Leon Bailey,1,0,24,33639955,1,7.13437339615942e-07
27,13266460,476742437,2297155485,Arsenal,Man City,Kevin De Bruyne,1,0,2790,33639955,1,8.29370907303532e-05
28,13701719,501753578,2399129776,Brighton,Newcastle,Yasin Ayari,1,0,1,33639955,1,2.97265558173309e-08
29,12570017,441609719,2147802154,Newcastle,Tottenham,Dan Burn,1,0,255,33639955,1,7.58027173341938e-06
30,13089576,470036975,2268634227,Fulham,Southampton,Nathan Wood,1,0,3,33639955,1,8.91796674519927e-08
31,13501246,494181660,2366744960,Southampton,Crystal Palace,Marc Guehi,1,0,17,33639955,1,5.05351448894625e-07
32,13635242,498776267,2385814467,West Ham,Southampton,Paul Onuachu,1,0,1168,33639955,1,3.47206171946425e-05
33,13026600,467517835,2257682230,Southampton,Chelsea,Kiernan Dewsbury-Hall,1,0,6,33639955,1,1.78359334903985e-07
34,12697144,451353467,2188893892,Chelsea,Brighton,Noni Madueke,1,0,3475,33639955,1,0.000103299781465225
35,12866488,461455208,2232398447,Tottenham,Aston Villa,Mikey Moore,1,0,2,33639955,1,5.94531116346618e-08
36,13270883,476741873,2297152128,Brentford,Tottenham,Vitaly Janelt,1,0,55,33639955,1,1.6349605699532e-06
37,13635253,498776377,2385815696,Man Utd,Wolves,Harry Maguire,1,0,66,33639955,1,1.96195268394384e-06
38,13770868,504929966,2413345150,Leicester,Ipswich,Dara O'Shea,1,0,8,33639955,1,2.37812446538647e-07
39,13089598,470037665,2268638904,Brentford,Nottm Forest,Sepp van den Berg,1,0,1,33639955,1,2.97265558173309e-08
40,12697152,452956029,2196348952,Bournemouth,Southampton,Luis Sinisterra,2,1,15,33639955,2,4.45898337259964e-07
41,13398473,481787720,2319320549,Tottenham,Man City,Dane Scarlett,1,0,8,33639955,1,2.37812446538647e-07
42,13076323,469083900,2264353433,Chelsea,Brentford,Yoane Wissa,1,0,2,33639955,1,5.94531116346618e-08
43,12627904,445429881,2163999399,Man City,Arsenal,Rodri,1,0,4767,33639955,1,0.000141706491581216
44,13254876,475548708,2292073995,Brighton,Everton,Jack Harrison,1,0,4,33639955,1,1.18906223269324e-07
45,12731620,455073329,2205043349,Aston Villa,Man Utd,Ross Barkley,1,0,1,33639955,1,2.97265558173309e-08
46,13149204,470834738,2272266844,Man Utd,Newcastle,Joelinton,2,1,423,33639955,2,1.2574333110731e-05
47,12609321,443494623,2155947074,Brighton,Ipswich,Jan Paul van Hecke,1,0,5,33639955,1,1.48632779086655e-07
48,13177390,473528661,2283480952,West Ham,Fulham,Rodrigo Muniz,1,0,63,33639955,1,1.87277301649185e-06
49,12309924,439783269,1962286041,Nottm Forest,Bournemouth,Jaidon Anthony,1,0,1,33639955,1,2.97265558173309e-08
50,13026598,467335785,2256937928,Ipswich,Crystal Palace,Jack Taylor,1,0,4,33639955,1,1.18906223269324e-07
51,13736284,503133897,2405245181,Fulham,Everton,Nathan Patterson,1,0,1,33639955,1,2.97265558173309e-08
52,13254831,475548762,2292076481,Man City,Chelsea,Reece James,1,0,1,33639955,1,2.97265558173309e-08
53,13299424,479439039,2308940127,Fulham,Nottm Forest,Adama Traore,2,1,7,33639955,2,2.08085890721316e-07
54,13331843,480783132,2314819020,Southampton,Brighton,Armel Bella-Kotchap,1,0,1,33639955,1,2.97265558173309e-08
55,12731561,456047843,2209066884,Arsenal,Southampton,Tyler Dibling,1,0,397,33639955,1,1.18014426594804e-05
56,13076334,469083873,2264352690,Wolves,Ipswich,Mario Lemina,1,0,1,33639955,1,2.97265558173309e-08
57,13333916,480782455,2314815624,Ipswich,Tottenham,Jaden Philogene,1,0,83,33639955,1,2.46730413283847e-06
58,13119674,470670909,2271412672,Wolves,Man Utd,Bruno Fernandes,1,0,7,33639955,1,2.08085890721316e-07
59,13026598,467335785,2256937933,Ipswich,Crystal Palace,Jack Clarke,1,0,690,33639955,1,2.05113235139583e-05
60,13299468,479433948,2308915601,Liverpool,Wolves,Nelson Semedo,2,1,34,33639955,2,1.01070289778925e-06
61,13201999,474146741,2286056944,Chelsea,Wolves,Matheus Cunha,2,1,2790,33639955,2,8.29370907303532e-05
62,12309863,439783212,1962284689,Newcastle,Southampton,Adam Armstrong,2,1,47,33639955,2,1.39714812341455e-06
63,13534451,494906345,2369661261,Leicester,Newcastle,Wout Faes,1,0,26,33639955,1,7.72890451250604e-07
64,13303989,479020833,2306988067,Everton,Liverpool,Federico Chiesa,1,0,32,33639955,1,9.51249786154589e-07
65,12565942,440573075,1965795545,Liverpool,Brentford,Kristoffer Ajer,1,0,82,33639955,1,2.43757757702113e-06
66,13166263,471687335,2275879079,Crystal Palace,Chelsea,Eddie Nketiah,1,0,18,33639955,1,5.35078004711956e-07
67,13254846,475548654,2292071727,Aston Villa,West Ham,Danny Ings,1,0,75,33639955,1,2.22949168629982e-06
68,13026597,467335743,2256937044,Leicester,West Ham,Edson Alvarez,1,0,83,33639955,1,2.46730413283847e-06
69,13433253,484848394,2331325804,Man Utd,Arsenal,Bruno Fernandes,2,1,4734,33639955,2,0.000140725515239245
70,12697137,451133697,2188021466,Newcastle,Man City,Ruben Dias,1,0,393,33639955,1,1.1682536436211e-05
71,12565539,440579190,1965824360,Fulham,Leicester,Antonee Robinson,1,0,22,33639955,1,6.5398422798128e-07
72,13664462,500247660,2392433057,Brighton,West Ham,Jack Hinshelwood,1,0,40,33639955,1,1.18906223269324e-06
73,12565926,440573408,1965797313,Bournemouth,Newcastle,Dan Burn,2,1,16,33639955,2,4.75624893077295e-07
74,13635241,498774281,2385802727,Ipswich,Arsenal,Bukayo Saka,1,0,16535,33639955,1,0.000491528600439567
75,13089576,470036975,2268634226,Fulham,Southampton,Flynn Downes,1,0,30,33639955,1,8.91796674519927e-07
76,13254873,475548728,2292075050,Fulham,Man Utd,Antonee Robinson,1,0,333,33639955,1,9.89894308717119e-06
77,13840443,506058596,2418087620,Southampton,Arsenal,Thomas Partey,2,1,9,33639955,2,2.67539002355978e-07
78,13534450,494901296,2369635031,Fulham,Liverpool,Mohamed Salah,1,0,23141,33639955,1,0.000687902228168855
79,13266306,476741000,2297146607,Wolves,Aston Villa,Jean-Ricner Bellegarde,2,1,28,33639955,2,8.32343562885265e-07
80,13770873,504487133,2411326405,West Ham,Nottm Forest,Callum Hudson-Odoi,1,0,85,33639955,1,2.52675724447313e-06
81,12767561,458813203,2221282088,Nottm Forest,Crystal Palace,Chris Wood,2,1,1421,33639955,2,4.22414358164272e-05
82,13076327,469083795,2264351469,Liverpool,Fulham,Kenny Tete,1,0,8,33639955,1,2.37812446538647e-07
83,13089583,470037031,2268634979,Tottenham,Liverpool,Son Heung-Min,1,0,4,33639955,1,1.18906223269324e-07
84,12963298,466493507,2253526744,Wolves,Bournemouth,Lewis Cook,1,0,3,33639955,1,8.91796674519927e-08
85,13501234,494226459,2366922386,Chelsea,Tottenham,Richarlison,1,0,39,33639955,1,1.15933567687591e-06
86,12767536,458823393,2221328970,Southampton,Leicester,Bobby De Cordova-Reid,1,0,1,33639955,1,2.97265558173309e-08
87,12767530,458810082,2221271276,Liverpool,Chelsea,Andy Robertson,1,0,1,33639955,1,2.97265558173309e-08
88,13026600,467517835,2257682237,Southampton,Chelsea,Mykhailo Mudryk,1,0,6,33639955,1,1.78359334903985e-07
89,12731559,455042577,2204928716,Crystal Palace,Liverpool,Virgil van Dijk,1,0,1015,33639955,1,3.01724541545909e-05
90,13266283,476744011,2297166091,Man Utd,Crystal Palace,Alejandro Garnacho,1,0,12829,33639955,1,0.000381361984580538
91,13635241,498774281,2385802706,Ipswich,Arsenal,Ben Johnson,1,0,149,33639955,1,4.42925681678231e-06
92,12627908,444609226,2160770058,Crystal Palace,Man Utd,Alejandro Garnacho,2,1,1349,33639955,2,4.01011237975794e-05
93,13089581,470037803,2268642398,Man Utd,Bournemouth,Evanilson,2,1,444,33639955,2,1.31985907828949e-05
94,13471046,487252869,2340689205,Leicester,Man Utd,Facundo Buonanotte,1,0,1,33639955,1,2.97265558173309e-08
95,13177402,473530133,2283487422,Brentford,Man City,Mateo Kovacic,1,0,121,33639955,1,3.59691325389704e-06
96,12804252,460125975,2226780475,Brentford,Ipswich,Yoane Wissa,2,1,136,33639955,2,4.042811591157e-06
97,13664458,500453804,2393351163,Liverpool,Tottenham,Virgil van Dijk,1,0,2,33639955,1,5.94531116346618e-08
98,13166244,471685922,2275871093,Tottenham,Newcastle,Son Heung-Min,1,0,1761,33639955,1,5.23484647943197e-05
99,13299445,479434007,2308916626,Tottenham,Man Utd,Noussair Mazraoui,1,0,49,33639955,1,1.45660123504921e-06
100,13701719,501753578,2399129778,Brighton,Newcastle,Eiran Cashin,1,0,1,33639955,1,2.97265558173309e-08
101,12899936,462698848,2237729966,Liverpool,Aston Villa,Wataru Endo,1,0,2,33639955,1,5.94531116346618e-08
102,13501246,494181660,2366744938,Southampton,Crystal Palace,Ryan Manning,1,0,2,33639955,1,5.94531116346618e-08
103,13501245,494277774,2367151505,Man City,Leicester,Mateo Kovacic,1,0,6,33639955,1,1.78359334903985e-07
104,13664449,500244739,2392417225,Chelsea,Everton,Reece James,1,0,39,33639955,1,1.15933567687591e-06
105,12963260,466491835,2253516224,West Ham,Arsenal,Lucas Paqueta,1,0,3482,33639955,1,0.000103507867355946
106,13432192,484841194,2334266312,Wolves,Everton,Jake O'Brien,1,0,84,33639955,1,2.4970306886558e-06
107,13254843,475548690,2292073021,Tottenham,Leicester,Mikey Moore,1,0,52,33639955,1,1.54578090250121e-06
108,13840354,505865911,2417249487,Man Utd,Aston Villa,Marco Asensio,1,0,1,33639955,1,2.97265558173309e-08
109,12963248,466493082,2253522695,Liverpool,Man City,Jeremy Doku,1,0,387,33639955,1,1.15041771013071e-05
110,13471043,487273378,2340768040,Southampton,Wolves,Ross Stewart,1,0,1,33639955,1,2.97265558173309e-08
111,12767492,458786890,2221180158,Tottenham,West Ham,Rodrigo Bentancur,1,0,8,33639955,1,2.37812446538647e-07
112,12697152,452956020,2196348602,Bournemouth,Southampton,Cameron Archer,1,0,526,33639955,1,1.56361683599161e-05
113,12804252,460125975,2226780487,Brentford,Ipswich,Mikkel Damsgaard,2,1,1,33639955,2,2.97265558173309e-08
114,13202031,474147151,2286060115,Leicester,Fulham,Jamie Vardy,2,1,442,33639955,2,1.31391376712603e-05
115,13501232,493919373,2365760799,Wolves,West Ham,Nasser Djiga,1,0,1,33639955,1,2.97265558173309e-08
116,13119698,470695902,2271551530,Brighton,Brentford,Kristoffer Ajer,1,0,1,33639955,1,2.97265558173309e-08
117,12963193,466493364,2253524468,Brentford,Leicester,Kasey McAteer,1,0,3,33639955,1,8.91796674519927e-08
118,13621898,497195422,2378834891,Southampton,Aston Villa,Morgan Rogers,1,0,6277,33639955,1,0.000186593590865386
119,12731620,455073329,2205043441,Aston Villa,Man Utd,Jaden Philogene,1,0,707,33639955,1,2.1016674962853e-05
120,12731640,456008597,2208875025,West Ham,Ipswich,Jacob Greaves,1,0,23,33639955,1,6.83710783798611e-07
121,13177392,473529176,2283483320,Nottm Forest,Liverpool,Treymaurice Nyoni,1,0,2,33639955,1,5.94531116346618e-08
122,13089576,470036982,2268634708,Fulham,Southampton,Harry Wilson,2,1,320,33639955,2,9.51249786154589e-06
123,12570016,441565116,2147620327,Arsenal,Brighton,Kaoru Mitoma,1,0,3094,33639955,1,9.19739636988218e-05
124,13254874,475548594,2292069820,Liverpool,Ipswich,Sam Morsy,1,0,11,33639955,1,3.2699211399064e-07
125,13434775,484838564,2331280754,Brentford,Aston Villa,Yoane Wissa,2,1,1742,33639955,2,5.17836602337904e-05
126,13436135,484855002,2331350417,Brighton,Fulham,Georginio Rutter,1,0,1909,33639955,1,5.67479950552847e-05
127,13270883,476741875,2297151618,Brentford,Tottenham,Bryan Mbeumo,2,1,48,33639955,2,1.42687467923188e-06
128,12899942,462704971,2237776410,Chelsea,Arsenal,Levi Colwill,1,0,60,33639955,1,1.78359334903985e-06
129,13635231,498805165,2385938757,Fulham,Chelsea,Emile Smith Rowe,1,0,21,33639955,1,6.24257672163949e-07
130,13119660,470672245,2271420017,Bournemouth,Crystal Palace,Max Aarons,1,0,1,33639955,1,2.97265558173309e-08
131,13622601,497195551,2378836555,Chelsea,Ipswich,Malo Gusto,1,0,10,33639955,1,2.97265558173309e-07
132,12963193,466493364,2253524458,Brentford,Leicester,James Justin,1,0,18,33639955,1,5.35078004711956e-07
133,13621907,497193783,2378822940,Liverpool,West Ham,Diogo Jota,1,0,1,33639955,1,2.97265558173309e-08
134,13664440,499547980,2389283564,Man City,Aston Villa,Abdukodir Khusanov,1,0,1,33639955,1,2.97265558173309e-08
135,13254874,475548602,2292070168,Liverpool,Ipswich,Cody Gakpo,2,1,2314,33639955,2,6.87872501613037e-05
136,12804236,460104605,2226692201,Leicester,Nottm Forest,Jordan Ayew,1,0,141,33639955,1,4.19144437024366e-06
137,13166264,471703648,2275960747,Liverpool,Man Utd,Jonny Evans,1,0,7,33639955,1,2.08085890721316e-07
138,13471050,487262488,2340723107,Everton,West Ham,Vitalii Mykolenko,1,0,6,33639955,1,1.78359334903985e-07
139,13331843,480783134,2314818737,Southampton,Brighton,Carlos Baleba,2,1,1,33639955,2,2.97265558173309e-08
140,13701731,501754345,2399136149,Brentford,Man Utd,Nathan Collins,1,0,61,33639955,1,1.81331990485719e-06
141,12767530,458810087,2221271090,Liverpool,Chelsea,Luis Diaz,2,1,5,33639955,2,1.48632779086655e-07
142,13664458,500453804,2393351638,Liverpool,Tottenham,Mikey Moore,1,0,1,33639955,1,2.97265558173309e-08
143,13840360,506058555,2418086304,Ipswich,West Ham,Konstantinos Mavropanos,1,0,21,33639955,1,6.24257672163949e-07
144,13076308,469074289,2264290511,Man City,Man Utd,Ruben Dias,1,0,588,33639955,1,1.74792148205906e-05
145,13471036,487250284,2340678009,Arsenal,Chelsea,Martin Odegaard,2,1,437,33639955,2,1.29905048921736e-05
146,13076327,469083795,2264351469,Liverpool,Fulham,Kenny Tete,1,0,8,33639955,1,2.37812446538647e-07
147,13621886,497193626,2378820488,Man City,Crystal Palace,Maxence Lacroix,1,0,89,33639955,1,2.64566346774245e-06
148,13299468,479433946,2308915481,Liverpool,Wolves,Joe Gomez,1,0,4,33639955,1,1.18906223269324e-07
149,13736300,503134665,2405251140,Liverpool,Arsenal,Leandro Trossard,1,0,1,33639955,1,2.97265558173309e-08
150,12731599,456160463,2209796672,Chelsea,Nottm Forest,Mykhailo Mudryk,1,0,18,33639955,1,5.35078004711956e-07
151,13534459,494903387,2369643752,Man Utd,Man City,Manuel Ugarte,1,0,329,33639955,1,9.78003686390187e-06
152,13076315,469083016,2264344302,Nottm Forest,Aston Villa,Callum Hudson-Odoi,1,0,3357,33639955,1,9.97920478787799e-05
153,13635250,498782043,2385840368,Tottenham,Nottm Forest,Son Heung-Min,1,0,1237,33639955,1,3.67717495460383e-05
154,13149176,470834053,2272262926,Leicester,Man City,Jannik Vestergaard,2,1,6,33639955,2,1.78359334903985e-07
155,13166265,471687395,2275880577,Southampton,Brentford,Joe Aribo,1,0,34,33639955,1,1.01070289778925e-06
156,13119698,470695902,2271551528,Brighton,Brentford,Christian Norgaard,1,0,181,33639955,1,5.38050660293689e-06
157,13701678,501753286,2399125053,Chelsea,Liverpool,Ibrahima Konate,1,0,6,33639955,1,1.78359334903985e-07
158,13177402,473530133,2283487436,Brentford,Man City,Rico Lewis,1,0,6,33639955,1,1.78359334903985e-07
159,13270881,476743917,2297163548,Everton,Leicester,Dominic Calvert-Lewin,1,0,22,33639955,1,6.5398422798128e-07
160,12804236,460104602,2226692108,Leicester,Nottm Forest,Ryan Yates,2,1,21,33639955,2,6.24257672163949e-07
161,13076317,469083814,2264351833,Newcastle,Leicester,Sandro Tonali,1,0,259,33639955,1,7.69917795668871e-06
162,13840249,506058463,2418084804,Bournemouth,Leicester,Jeremy Monga,1,0,2,33639955,1,5.94531116346618e-08
163,13166256,471811235,2276419847,Wolves,Nottm Forest,Rayan Ait-Nouri,1,0,559,33639955,1,1.6617144701888e-05
164,12309918,439685151,1961859180,West Ham,Aston Villa,Jaden Philogene,1,0,39,33639955,1,1.15933567687591e-06
165,12731553,456050314,2209076896,Brentford,Wolves,Matheus Cunha,2,1,161,33639955,2,4.78597548659028e-06
166,13770865,504280332,2412679538,Chelsea,Man Utd,Manuel Ugarte,1,0,126,33639955,1,3.74554603298369e-06
167,13266273,476741171,2297148711,Nottm Forest,Brighton,Willy-Arnaud Boly,1,0,1,33639955,1,2.97265558173309e-08
168,12609338,443471021,2155834419,Bournemouth,Chelsea,Tosin Adarabioyo,1,0,6,33639955,1,1.78359334903985e-07
169,12963213,466493600,2253527467,Man Utd,Everton,Bruno Fernandes,1,0,10097,33639955,1,0.00030014903408759
170,13501232,493919373,2365760786,Wolves,West Ham,Hwang Hee-Chan,1,0,43,33639955,1,1.27824190014523e-06
171,13331884,480778564,2314797473,Bournemouth,Wolves,Lewis Cook,1,0,16,33639955,1,4.75624893077295e-07
172,13166265,471687395,2275880592,Southampton,Brentford,Tyler Dibling,1,0,1604,33639955,1,4.76813955309988e-05
173,13331884,480778564,2314797498,Bournemouth,Wolves,Rayan Ait-Nouri,1,0,80,33639955,1,2.37812446538647e-06
174,12767539,458791699,2221202326,Bournemouth,Arsenal,Gabriel Jesus,1,0,160,33639955,1,4.75624893077295e-06
175,13177394,473730679,2284287320,Ipswich,Brighton,Brajan Gruda,1,0,9,33639955,1,2.67539002355978e-07
176,13471044,487275507,2340778579,Fulham,Tottenham,Dejan Kulusevski,1,0,21,33639955,1,6.24257672163949e-07
177,12627904,445429881,2163999405,Man City,Arsenal,James McAtee,1,0,240,33639955,1,7.13437339615942e-06
178,13026617,467517035,2257675975,Newcastle,Liverpool,Sandro Tonali,2,1,13,33639955,2,3.86445225625302e-07
179,12697140,451173609,2192517928,Wolves,Liverpool,Joe Gomez,1,0,3,33639955,1,8.91796674519927e-08
180,12899936,462698848,2237729993,Liverpool,Aston Villa,Morgan Rogers,1,0,10030,33639955,1,0.000298157354847829
181,13534451,494906345,2369661288,Leicester,Newcastle,Bruno Guimaraes,1,0,1619,33639955,1,4.81272938682587e-05
182,12731568,456139452,2209655323,Man City,Fulham,James McAtee,1,0,13,33639955,1,3.86445225625302e-07
183,13840443,506058596,2418087625,Southampton,Arsenal,Declan Rice,2,1,119,33639955,2,3.53746014226238e-06
184,13621907,497193783,2378822946,Liverpool,West Ham,Cody Gakpo,1,0,321,33639955,1,9.54222441736322e-06
185,13177394,473730679,2284287319,Ipswich,Brighton,Yankuba Minteh,1,0,37,33639955,1,1.09988256524124e-06
186,13149200,471004593,2273014012,Brentford,Arsenal,Fabio Carvalho,1,0,12,33639955,1,3.56718669807971e-07
187,13149179,470836645,2272277326,Tottenham,Wolves,Dejan Kulusevski,1,0,5338,33639955,1,0.000158680354952912
188,13501227,494277754,2367150342,Bournemouth,Ipswich,Antoine Semenyo,2,1,719,33639955,2,2.13733936326609e-05
189,13202012,474147112,2286059573,Brentford,Liverpool,Kevin Schade,2,1,11,33639955,2,3.2699211399064e-07
190,12866480,461509707,2232659670,Nottm Forest,West Ham,Elliot Anderson,1,0,97,33639955,1,2.8834759142811e-06
191,13303997,479435052,2308921725,Aston Villa,Ipswich,Andres Garcia,1,0,31,33639955,1,9.21523230337258e-07
192,12309924,439783269,1962286039,Nottm Forest,Bournemouth,Marcos Senesi,1,0,3,33639955,1,8.91796674519927e-08
193,12963248,466493076,2253522812,Liverpool,Man City,Curtis Jones,2,1,35,33639955,2,1.04042945360658e-06
194,13119686,470697525,2271559025,Arsenal,Ipswich,Ayden Heaven,1,0,2,33639955,1,5.94531116346618e-08
195,13149179,470836645,2272277330,Tottenham,Wolves,Pape Sarr,1,0,31,33639955,1,9.21523230337258e-07
196,13089613,470036888,2268633470,Aston Villa,Man City,Kyle Walker,1,0,2,33639955,1,5.94531116346618e-08
197,13202045,474147234,2286062084,Man Utd,Brighton,Simon Adingra,1,0,15,33639955,1,4.45898337259964e-07
198,13058799,467852683,2259184391,Man Utd,Nottm Forest,Leny Yoro,1,0,97,33639955,1,2.8834759142811e-06
199,12697139,451268391,2188555317,Nottm Forest,Fulham,Andreas Pereira,1,0,110,33639955,1,3.2699211399064e-06
200,12866485,461455173,2232397272,Wolves,Crystal Palace,Tyrick Mitchell,1,0,14,33639955,1,4.16171781442633e-07
201,13770878,505332540,2415006843,Man City,Bournemouth,Rodri,1,0,38,33639955,1,1.12960912105857e-06
202,13026608,467517093,2260210135,Bournemouth,Tottenham,Dean Huijsen,2,1,5,33639955,2,1.48632779086655e-07
203,13372047,480413828,2313163000,Aston Villa,Liverpool,Mohamed Salah,2,1,12296,33639955,2,0.000365517730329901
204,13621898,497195422,2378834859,Southampton,Aston Villa,Kyle Walker-Peters,1,0,7,33639955,1,2.08085890721316e-07
205,12731620,455073329,2205043457,Aston Villa,Man Utd,Noussair Mazraoui,1,0,127,33639955,1,3.77527258880103e-06
206,13840361,505865931,2417249800,Nottm Forest,Chelsea,Elliot Anderson,1,0,3,33639955,1,8.91796674519927e-08
207,12731642,455085429,2205087591,Brighton,Tottenham,Pape Sarr,1,0,4,33639955,1,1.18906223269324e-07
208,12309918,439685151,1961859149,West Ham,Aston Villa,Maxwel Cornet,1,0,4,33639955,1,1.18906223269324e-07
209,12565944,440572546,1965792641,Aston Villa,Arsenal,Matty Cash,1,0,94,33639955,1,2.79429624682911e-06
210,13058799,467852683,2259184377,Man Utd,Nottm Forest,Matthijs de Ligt,1,0,1007,33639955,1,2.99346417080522e-05
211,13119698,470695902,2271551523,Brighton,Brentford,Jack Hinshelwood,1,0,11,33639955,1,3.2699211399064e-07
212,13089613,470036888,2268633857,Aston Villa,Man City,Leon Bailey,1,0,13,33639955,1,3.86445225625302e-07
213,13266287,476743485,2297160627,Chelsea,West Ham,Danny Ings,1,0,231,33639955,1,6.86683439380344e-06
214,13770845,504908429,2413247261,Brighton,Liverpool,Diogo Jota,1,0,1,33639955,1,2.97265558173309e-08
215,12570022,441605308,2147777543,Man Utd,Liverpool,Trent Alexander-Arnold,1,0,6861,33639955,1,0.000203953899462707
216,13534441,494926753,2369745674,Tottenham,Southampton,Son Heung-Min,1,0,5529,33639955,1,0.000164358127114023
217,13635241,498774281,2385802714,Ipswich,Arsenal,Liam Delap,1,0,10,33639955,1,2.97265558173309e-07
218,13332161,480768434,2314749787,Newcastle,Nottm Forest,Neco Williams,1,0,97,33639955,1,2.8834759142811e-06
219,13840354,505865911,2417249477,Man Utd,Aston Villa,Chido Obi,1,0,67,33639955,1,1.99167923976117e-06
220,13119698,470695902,2271551525,Brighton,Brentford,Yankuba Minteh,1,0,136,33639955,1,4.042811591157e-06
221,13089598,470037665,2268638925,Brentford,Nottm Forest,Ryan Yates,1,0,9,33639955,1,2.67539002355978e-07
222,12697143,451218907,2188380974,Man Utd,Tottenham,Christian Eriksen,1,0,1,33639955,1,2.97265558173309e-08
223,13270883,476741873,2297152151,Brentford,Tottenham,Dejan Kulusevski,1,0,65,33639955,1,1.93222612812651e-06
224,13119660,470672245,2271420030,Bournemouth,Crystal Palace,Will Hughes,1,0,14,33639955,1,4.16171781442633e-07
225,13635231,498805165,2385938753,Fulham,Chelsea,Ryan Sessegnon,1,0,2328,33639955,1,6.92034219427464e-05
226,13635241,498774281,2385802714,Ipswich,Arsenal,Liam Delap,1,0,1434,33639955,1,4.26278810420525e-05
227,12569994,441613725,2147821250,Chelsea,Crystal Palace,Cole Palmer,2,1,2741,33639955,2,8.1480489495304e-05
228,13058799,467852679,2259184763,Man Utd,Nottm Forest,Rasmus Hojlund,2,1,2587,33639955,2,7.69025998994351e-05
229,13089560,469083249,2264345567,Southampton,Tottenham,Kamaldeen Sulemana,1,0,312,33639955,1,9.27468541500724e-06
230,12731620,455073323,2205043816,Aston Villa,Man Utd,Marcus Rashford,2,1,1417,33639955,2,4.21225295931579e-05
231,12804236,460104605,2226692202,Leicester,Nottm Forest,Bobby De Cordova-Reid,1,0,3,33639955,1,8.91796674519927e-08
232,13501232,493919373,2365760820,Wolves,West Ham,Mohammed Kudus,1,0,251,33639955,1,7.46136551015006e-06
233,12866486,461512263,2232673119,Fulham,Brentford,Mikkel Damsgaard,1,0,651,33639955,1,1.93519878370824e-05
234,12731551,456091957,2209343870,Leicester,Bournemouth,Ricardo Pereira,1,0,1,33639955,1,2.97265558173309e-08
235,12609284,443509671,2156021926,Fulham,West Ham,Maximilian Kilman,1,0,15,33639955,1,4.45898337259964e-07
